RiskAdjustedReturn,TransactionFrequency,TransactionFees,EstimatedAvgReturnPrivateAsset,EstimatedReturnPublicAsset,EstimatedAvgReturnCommodities,FuturePricesNaturalGas,SPVolatilityIndex,BloombergHedgeFundIndex,RealEstateIndex,SPPrivateEquityIndex,CreditScore,AccountType,RiskType,FinancialGoalUpdated,CustomerRevenueFall70,CustomerRevenueRecovery40,SentimentAnalysis,Churn
18,1,1,38,33,50,2,122,1664,2996,418,1,1,1,0,0,0,1,0
31,24,3,39,16,43,7,100,1009,1784,344,0,0,1,0,0,0,0,1
45,26,0,14,26,4,5,174,1456,2894,375,4,0,1,0,0,0,2,1
10,37,6,10,21,24,2,143,2120,3343,379,0,0,1,0,0,0,2,0
2,5,5,8,25,45,4,154,1615,1638,378,4,1,4,0,0,1,2,1
52,15,2,21,7,19,6,155,1962,3946,339,4,1,1,1,1,1,0,1
60,49,4,40,30,4,4,140,1749,2367,332,4,0,4,1,0,0,1,1
36,10,7,26,24,0,5,148,2112,1691,356,1,0,0,1,0,1,2,0
22,35,2,47,8,6,2,157,2499,3903,397,3,0,0,0,0,0,2,0
6,19,7,33,14,9,7,140,2088,2365,359,2,0,2,1,0,0,2,0
28,7,1,0,31,53,6,177,1951,3685,305,1,0,0,1,0,0,0,0
67,39,1,43,8,21,5,179,1659,1598,329,2,0,0,1,0,0,2,0
64,31,6,1,6,52,7,111,1625,2048,344,2,1,0,0,0,1,0,1
21,8,3,28,1,54,3,89,1467,2371,333,1,0,0,1,0,0,0,0
35,13,6,7,0,27,7,176,2421,3246,334,1,0,1,1,0,0,2,0
59,12,1,31,4,39,5,175,2016,3695,308,2,0,2,1,0,0,0,0
42,32,4,47,24,31,5,168,1438,3997,417,1,0,2,1,0,0,0,0
77,2,8,2,4,31,6,187,2379,2288,417,1,0,0,1,0,0,0,0
16,14,2,15,2,34,4,133,1442,2899,369,0,1,2,0,0,0,2,0
77,43,2,6,14,11,4,180,1507,1757,353,1,1,1,0,0,0,2,0
47,49,0,50,21,21,5,165,2236,2443,312,1,1,0,0,0,0,0,0
45,21,5,39,22,49,2,116,1149,2321,399,3,0,0,1,1,1,0,0
11,21,0,21,28,40,2,127,1668,1374,364,1,1,0,1,0,0,0,0
86,35,7,20,30,15,4,152,1773,3999,354,0,0,1,1,0,0,0,0
79,36,6,40,27,29,7,180,2478,1456,347,1,0,2,1,0,0,2,0
40,47,0,7,10,9,5,113,1644,2414,340,0,0,2,0,0,0,2,1
33,37,5,16,21,21,6,166,1635,2441,410,0,0,0,0,0,0,2,0
14,41,2,25,24,48,7,97,2192,1666,321,1,0,2,0,0,0,0,0
85,14,3,13,13,13,2,188,2482,2657,326,1,0,2,1,0,0,0,0
51,26,6,10,12,42,2,103,1452,1780,404,4,0,2,0,1,0,0,1
8,36,8,1,1,19,7,111,2224,2734,398,4,1,3,1,0,0,2,1
63,13,8,8,1,32,3,185,1160,2017,416,1,1,0,0,0,0,0,0
88,30,2,25,18,49,5,188,1788,1354,340,1,0,1,1,1,0,2,1
51,34,8,1,31,49,6,112,1151,1128,366,4,1,0,0,0,0,1,1
60,20,4,50,9,46,4,103,2490,2722,325,2,1,2,1,1,0,2,1
79,1,1,36,10,16,7,90,2193,1580,368,3,0,2,1,0,0,0,0
89,23,7,37,27,21,7,196,1073,3492,346,1,1,2,1,1,0,2,1
17,4,4,35,29,45,5,171,1379,1967,333,2,0,1,0,0,0,0,0
60,8,3,18,7,32,3,188,2004,2364,398,0,1,1,0,1,1,2,0
14,3,3,35,31,3,3,133,2172,3273,303,2,0,3,1,0,0,0,1
63,14,4,48,17,36,4,96,1556,3309,305,1,0,1,0,0,0,2,0
57,48,6,19,1,44,5,152,1981,2423,311,0,0,4,1,1,0,2,0
30,22,3,14,6,4,7,166,2134,3418,332,0,1,0,0,0,0,1,1
61,35,3,0,34,35,3,101,1418,2145,325,1,0,1,1,0,0,2,0
62,45,7,16,27,51,5,196,2199,3485,368,1,1,1,0,1,0,2,1
67,5,4,34,16,10,5,115,1844,2387,310,4,0,0,0,1,1,0,1
47,36,1,28,6,10,5,113,1069,3163,402,3,0,2,1,0,1,2,0
36,30,7,2,6,40,6,86,2293,3528,334,0,1,2,1,1,0,2,1
75,44,6,48,13,16,6,157,1980,1313,338,1,0,2,0,0,0,0,0
77,35,5,40,9,28,5,91,2033,3429,302,2,1,0,0,0,1,2,1
16,11,3,39,13,42,7,97,1878,2807,358,2,1,2,0,0,0,2,0
52,25,6,3,4,13,3,170,1824,2074,374,2,1,0,1,1,1,0,0
55,4,4,23,7,49,4,106,1952,2117,377,1,0,0,1,0,0,2,0
85,28,2,8,30,39,6,198,1621,1946,350,0,0,3,1,1,0,0,1
57,30,3,2,16,12,3,158,1527,2823,354,1,0,2,1,0,0,0,0
60,46,1,47,15,25,7,129,1198,3184,319,1,0,2,0,0,0,0,0
7,31,7,39,31,51,4,131,1816,3999,390,2,1,1,1,1,1,2,0
19,20,4,22,9,34,2,96,1745,3350,393,2,0,0,0,0,1,2,0
21,42,2,1,22,16,3,168,1016,2426,344,3,1,0,1,0,0,2,0
22,27,7,8,5,14,3,99,1666,1456,318,4,1,0,0,0,1,0,0
0,17,3,2,21,39,3,148,1702,1966,370,1,1,4,0,0,1,0,0
28,21,0,19,23,33,4,104,1367,2140,368,4,0,2,1,0,1,2,0
40,7,5,25,2,12,5,133,1479,3124,394,4,0,3,1,1,0,0,0
34,38,6,9,8,34,6,85,1457,3625,401,3,0,0,0,0,0,2,0
10,18,6,31,2,32,5,153,1009,2067,342,1,0,1,1,0,0,2,0
81,22,7,35,35,21,4,128,2284,1185,314,3,1,4,0,1,0,2,1
55,19,5,45,4,22,3,161,1953,2731,313,1,1,0,1,0,1,2,0
3,44,7,49,31,29,4,173,1242,1284,402,3,0,4,1,0,0,2,0
31,47,4,15,12,6,5,109,2466,2094,391,1,0,0,1,0,0,1,0
17,9,2,19,29,13,4,135,1291,3866,354,3,0,2,1,0,0,0,0
4,41,5,1,6,26,5,107,1065,1161,329,3,1,0,1,1,1,1,1
81,1,2,7,21,5,7,91,1481,2153,418,1,0,0,0,0,0,2,0
62,0,4,6,28,53,3,93,1694,1765,357,1,1,2,0,0,1,2,0
32,21,3,21,20,22,4,137,1535,1477,418,2,1,3,1,0,0,1,1
45,36,2,26,16,3,5,199,2120,3731,324,1,0,0,1,0,0,2,0
44,26,4,2,21,22,7,156,1803,2622,378,0,0,0,0,0,0,2,0
33,8,7,41,19,28,2,101,1538,1826,416,1,0,2,1,0,0,2,0
40,17,8,36,26,7,2,191,1593,1350,393,3,0,2,1,0,0,2,1
18,43,4,11,9,15,6,137,1404,1578,325,2,1,1,1,1,1,2,0
5,6,4,18,18,12,6,185,1188,3599,342,3,1,0,1,0,0,0,0
89,49,0,8,25,40,3,179,1074,1258,363,1,0,0,0,0,1,2,0
36,46,4,49,30,39,2,93,2144,3588,420,1,0,2,1,0,0,0,0
6,7,2,44,29,55,6,107,1801,1923,301,3,1,0,1,0,1,0,0
38,14,7,4,1,8,5,133,1525,3874,420,3,1,2,0,1,1,2,1
76,35,4,14,7,46,7,163,1435,2006,420,2,1,2,1,1,1,0,0
71,36,3,42,34,19,3,88,1935,3063,419,1,1,2,1,0,0,2,0
30,4,2,35,28,7,5,158,2108,2242,308,2,0,4,1,0,0,0,1
31,12,3,19,1,20,6,173,1993,3432,317,2,1,1,0,0,0,0,0
69,34,7,49,28,40,2,92,2027,3776,311,4,0,2,1,1,0,0,0
77,7,4,19,33,29,5,114,2018,2476,394,1,1,0,1,0,0,2,0
55,30,5,7,22,13,5,153,1593,3902,368,2,1,3,1,1,1,0,1
25,28,1,17,0,51,7,185,1501,1160,354,2,1,3,1,1,1,2,1
38,5,0,50,32,28,6,116,1284,1311,331,1,0,2,0,1,1,0,1
30,49,7,35,24,25,5,142,2223,2052,412,2,1,4,1,1,0,0,1
73,3,5,29,3,47,6,178,1184,3092,305,4,1,4,1,0,0,0,0
58,34,7,39,5,49,6,147,1059,3730,370,4,0,3,1,0,1,2,0
23,34,7,23,2,20,7,188,1641,3221,375,4,1,4,0,0,1,2,0
32,37,0,4,33,29,4,96,2496,3579,337,1,0,1,1,0,0,0,0
31,35,8,47,28,51,7,196,1542,3424,320,4,1,1,0,1,0,2,0
29,18,4,37,35,37,2,165,1013,2284,393,3,1,3,1,0,0,1,1
35,21,7,33,32,2,2,151,1282,3626,399,3,1,2,0,1,0,2,1
11,5,5,15,26,22,5,136,1974,1886,401,1,0,1,1,0,0,2,0
48,36,6,18,6,22,4,93,1971,2613,334,2,0,1,0,0,0,2,0
87,22,3,14,13,18,5,127,1978,3136,318,1,0,0,1,0,0,0,0
57,15,4,45,19,28,5,146,2214,2032,356,4,0,1,1,0,0,0,0
70,47,2,36,18,45,2,163,1894,1267,343,2,0,2,0,1,0,1,1
32,15,7,39,24,21,3,147,2083,2071,361,1,0,4,1,0,1,0,1
38,40,5,14,10,53,7,173,1892,3325,335,1,0,3,1,0,0,2,1
66,37,2,48,13,20,4,139,1243,3104,334,0,0,0,1,0,0,0,0
74,47,2,1,5,26,4,95,1216,2470,393,1,0,2,1,0,0,0,0
40,40,5,31,30,48,4,136,2328,3183,306,4,1,4,1,0,1,0,1
16,46,0,34,34,6,6,123,1046,3455,384,1,0,1,1,0,0,2,0
35,35,2,7,18,39,3,107,2438,3080,359,1,0,2,0,0,0,0,0
9,22,1,38,18,18,5,147,2322,1763,337,3,0,4,1,1,1,1,1
76,43,8,40,8,33,7,123,1154,2201,352,1,0,1,1,0,0,2,0
51,27,7,24,35,40,2,91,1122,1546,395,4,1,3,1,1,1,1,1
35,22,7,17,26,46,6,186,1542,2070,306,1,1,2,1,0,1,2,1
44,27,7,30,22,31,5,138,2296,2576,420,2,0,0,0,0,0,2,0
58,22,3,23,21,20,3,109,2213,1741,402,1,0,1,1,0,1,2,1
22,47,3,11,9,4,7,164,1872,2724,314,1,0,0,0,0,0,0,0
48,44,8,26,32,14,6,161,2358,1496,419,1,0,0,0,0,0,2,0
56,2,2,33,3,8,4,97,1682,1706,401,3,1,4,0,1,1,1,0
29,24,4,34,25,2,6,154,1560,1335,355,1,0,0,1,0,0,2,0
81,2,7,49,7,9,7,119,1244,2454,345,2,1,4,1,1,0,2,0
45,44,4,10,16,32,4,108,2103,3147,316,2,0,2,0,0,1,2,0
8,45,0,30,21,50,6,184,1988,2776,316,2,0,0,1,0,0,0,0
73,39,7,5,34,8,6,166,2327,2368,419,2,0,2,0,0,1,2,0
41,21,3,25,14,42,7,187,1374,2079,317,1,0,0,0,0,0,0,0
21,13,1,31,25,34,2,177,2450,1438,332,1,1,1,1,0,1,2,0
47,19,7,20,35,1,3,178,2496,1270,366,0,0,2,0,1,0,0,0
25,26,4,35,26,39,2,160,1164,1330,391,1,0,2,1,0,0,2,0
61,21,5,15,27,32,5,169,1497,2820,392,0,1,2,1,0,0,2,0
21,8,2,26,13,23,7,127,1747,1268,302,1,0,1,0,0,0,2,0
58,45,4,1,33,34,4,199,2154,3175,328,2,0,2,1,0,1,0,0
68,18,6,29,33,5,4,151,1518,1696,339,3,1,3,0,1,1,0,0
17,16,7,43,24,2,3,168,2266,2156,340,2,1,1,1,1,0,1,1
77,5,5,46,8,44,6,130,2219,2773,323,2,1,2,1,0,0,2,1
70,37,1,31,1,35,6,136,1342,2049,374,1,0,1,1,0,0,0,0
51,36,3,45,3,12,3,161,1296,3071,319,1,1,0,0,0,0,0,0
77,42,2,6,30,45,7,105,1090,1305,348,1,0,1,0,0,1,2,0
69,0,6,23,12,26,3,102,1523,2275,311,1,0,0,0,0,0,0,0
89,6,8,48,22,11,3,157,1888,2617,389,0,1,0,1,1,0,1,1
5,2,0,11,6,10,6,113,1721,3750,347,3,0,0,1,1,0,1,0
59,18,2,4,14,13,4,146,2370,2336,324,0,1,3,0,0,1,0,0
49,30,7,17,31,31,3,136,1559,3103,326,0,0,2,1,1,0,0,1
49,2,3,29,20,1,3,139,2111,3537,369,4,1,1,1,0,0,2,1
8,44,5,16,5,55,6,164,1230,3799,332,1,1,0,1,1,0,0,0
25,26,6,44,22,21,6,171,2024,3113,383,1,1,3,0,1,1,0,1
72,4,5,21,13,26,3,175,2012,1614,319,1,1,0,1,1,1,0,0
18,40,6,28,24,6,6,189,1047,2635,417,1,1,2,1,0,0,2,0
73,24,5,20,6,15,4,117,1586,3509,381,2,0,0,0,0,1,2,1
23,43,8,23,11,4,2,138,1570,2456,313,0,0,2,0,1,1,0,1
60,32,4,42,28,11,7,139,1336,1787,410,1,0,1,1,1,0,2,0
75,24,2,5,30,42,7,144,1830,3800,402,1,0,2,1,0,0,2,0
28,31,0,37,26,11,2,156,2382,3665,303,0,0,0,0,0,0,0,0
47,9,2,3,31,2,5,152,2303,3064,362,4,1,4,1,0,0,1,1
5,29,5,43,10,8,5,168,1002,1900,354,1,0,0,1,0,0,2,0
21,23,8,46,33,7,7,188,1856,2319,364,0,0,2,1,0,0,2,0
56,15,7,34,15,19,2,176,2104,2459,365,1,0,0,1,0,0,0,0
88,39,1,41,15,38,3,105,1956,2271,380,3,0,1,0,0,1,2,0
85,38,2,21,19,34,5,186,1730,2402,359,3,1,2,0,1,0,0,1
12,48,3,39,5,37,2,199,1949,1451,399,1,0,0,1,0,0,2,0
23,42,1,26,23,17,2,110,1453,1154,387,1,1,3,1,1,0,2,1
29,5,4,46,29,39,2,103,1368,1759,381,2,1,0,1,1,1,2,1
23,33,3,27,11,51,6,187,1250,3546,385,2,1,0,0,0,1,2,0
19,2,7,25,12,6,4,128,2127,3256,397,1,0,0,0,0,0,0,0
18,39,5,48,19,36,5,198,1459,2817,369,1,0,0,1,0,0,2,0
68,29,3,40,28,26,6,130,1884,2649,405,2,0,1,0,0,0,1,0
81,41,2,22,9,27,7,157,2490,3698,338,0,1,3,0,1,1,2,1
89,44,2,43,5,43,3,163,1665,3030,332,4,1,0,1,1,0,0,1
89,26,8,8,15,34,5,186,1748,2519,379,4,0,0,0,0,0,2,1
51,31,0,23,6,8,6,188,1311,3647,343,4,1,3,0,0,0,1,1
77,32,7,27,34,32,4,104,1187,3089,330,0,1,2,0,0,0,0,0
6,37,3,19,35,12,2,114,1095,3346,403,2,0,1,0,1,1,2,0
84,12,5,37,35,55,4,184,1323,1158,362,1,0,1,1,0,0,2,0
74,17,4,19,12,12,2,147,2050,2863,300,1,0,0,1,0,0,0,0
73,7,1,50,22,39,7,128,1715,2659,353,2,0,2,0,0,0,0,0
12,13,4,38,21,17,7,167,1955,1729,335,1,0,2,1,0,0,0,0
58,9,6,0,28,22,4,151,1743,2262,356,0,1,2,0,0,0,0,0
79,36,1,18,25,4,2,161,1488,3279,313,3,0,1,0,0,1,0,1
81,24,7,18,0,51,4,114,2027,3953,412,2,1,1,0,0,1,2,0
0,12,2,31,11,33,5,116,1373,2471,417,3,1,1,0,0,0,0,0
25,3,1,37,5,14,3,93,1927,1854,415,0,1,2,1,0,0,2,0
59,29,7,43,0,53,5,150,2017,1326,328,4,1,0,1,1,1,2,0
22,26,4,21,29,14,4,126,2071,2601,352,1,1,0,0,0,0,0,1
36,24,6,23,14,53,4,164,1046,2727,331,1,1,2,1,0,0,0,0
56,0,5,15,9,30,3,105,1291,2136,326,1,0,2,1,0,0,0,0
89,14,3,20,5,42,7,144,1566,2736,396,3,0,0,0,0,0,0,0
-1,14,3,1,6,9,5,165,1800,1376,345,1,0,1,0,0,0,0,0
25,24,7,48,1,41,6,125,1235,3462,353,3,0,2,0,0,1,2,1
15,10,1,4,2,13,4,176,1088,2323,364,4,1,1,1,0,0,0,0
76,1,4,16,27,47,6,159,1628,3295,340,1,0,1,1,0,0,2,0
9,12,4,17,32,6,7,144,2155,2947,371,3,0,1,0,0,0,0,1
37,8,1,21,18,42,5,195,1894,3381,393,1,0,2,1,0,1,2,1
78,15,3,21,14,38,3,167,1045,2244,322,4,1,2,1,1,1,0,1
25,10,6,11,28,55,5,119,1725,2335,346,4,1,3,0,0,1,0,1
69,3,3,22,28,36,2,124,2247,2253,411,3,1,4,0,1,1,1,0
38,10,4,45,10,37,3,165,2452,2980,419,2,0,2,0,0,1,2,0
75,46,2,9,17,10,3,153,1443,3329,322,2,0,0,0,0,0,1,1
71,13,2,25,11,41,3,183,1974,2443,405,4,1,2,0,0,1,2,0
84,49,4,43,35,15,3,171,2361,1131,355,3,0,2,1,0,0,2,0
84,42,1,37,28,20,4,179,2021,1300,306,3,0,4,1,0,0,1,0
44,41,3,1,30,33,6,197,1477,1540,314,3,0,0,1,1,1,2,1
67,16,1,23,34,49,3,179,1888,3433,380,4,1,4,0,0,1,2,0
66,42,5,10,21,7,3,103,1530,1415,301,4,1,1,1,1,1,2,0
48,48,1,43,3,24,7,92,2486,3854,307,1,0,2,0,0,0,0,0
62,4,0,16,14,11,2,104,1577,1655,375,1,0,1,1,0,0,2,0
84,16,2,29,23,53,4,151,1733,2963,309,4,1,4,0,1,1,1,0
17,7,8,10,32,50,3,98,1999,1210,350,1,0,1,0,1,1,2,1
44,34,1,43,33,34,6,97,1649,2480,378,4,1,0,1,0,0,2,1
41,47,1,43,13,28,2,90,2334,3120,304,1,0,2,1,0,0,0,0
15,0,2,23,11,39,6,168,1363,3429,342,3,1,1,0,1,1,2,0
65,43,6,47,28,29,3,116,2411,3826,322,1,1,2,0,0,0,2,0
89,3,0,35,35,25,5,182,1522,1138,357,0,0,0,0,0,0,0,0
63,22,4,18,9,18,4,199,2185,3113,403,1,0,0,1,0,0,0,0
68,28,6,32,29,13,2,90,1082,3862,329,2,1,0,0,0,1,1,0
38,4,6,1,4,6,7,192,1360,1297,301,1,1,2,1,0,0,2,1
67,29,4,34,17,52,7,169,1584,2804,390,1,0,2,1,0,0,2,0
32,11,3,5,33,34,5,124,1320,1411,307,1,0,3,1,0,1,2,1
67,42,0,7,27,40,2,124,1105,3853,368,4,0,1,0,0,1,2,0
66,33,2,3,33,26,4,109,1044,2221,340,2,1,0,0,0,0,0,0
34,6,8,29,24,7,3,159,2003,3143,362,3,1,0,1,1,1,2,0
14,4,4,20,29,10,2,168,2346,3393,303,4,0,2,0,0,0,2,1
7,16,2,8,8,13,7,181,1014,1968,331,1,0,2,1,0,0,0,0
0,30,3,16,23,25,4,129,1738,1453,339,1,0,0,1,0,0,0,0
85,49,6,13,6,15,2,187,1071,2456,361,0,1,0,0,1,1,2,1
87,37,4,24,1,34,6,114,1647,1876,395,0,0,1,0,0,0,2,0
53,2,1,22,13,5,6,122,1462,2371,410,1,0,1,1,0,0,0,0
46,27,0,12,2,13,4,189,1177,2051,374,4,0,2,1,0,1,0,0
46,25,3,45,35,22,2,138,1807,3482,349,4,1,2,0,0,0,1,1
30,19,1,33,12,30,6,129,1870,2909,309,0,0,4,1,1,0,0,1
38,14,1,31,32,10,7,184,2441,3851,313,0,0,1,0,0,1,0,0
3,34,4,26,28,43,3,194,1123,3928,360,4,1,0,0,1,1,0,0
51,6,7,38,33,46,7,189,1126,1762,398,0,1,3,1,1,1,0,1
29,13,4,11,25,38,7,109,1248,1372,348,4,1,4,1,0,0,2,1
84,1,4,42,23,26,5,117,2112,2261,359,1,0,1,1,0,0,0,0
79,21,1,48,3,48,7,192,1297,2363,369,1,0,2,1,0,0,0,0
58,16,6,42,34,13,3,157,1158,3617,353,3,0,1,1,0,0,2,0
10,29,3,23,6,34,6,145,1851,2079,307,2,0,1,1,1,0,2,0
77,13,6,43,13,42,6,122,2481,1654,337,0,1,1,1,0,0,0,1
22,3,1,4,10,45,2,112,2353,2504,347,1,0,2,0,0,0,2,0
79,3,7,34,35,37,7,167,2171,3273,382,1,1,4,0,0,1,2,1
44,34,3,10,2,24,4,191,2394,3878,382,4,0,1,1,1,1,2,1
73,49,7,47,33,49,7,160,1923,2986,308,4,1,1,0,1,0,2,0
18,19,4,42,25,36,4,123,1077,1360,319,3,1,0,0,0,0,0,0
61,26,5,41,12,33,7,137,1896,3126,355,0,1,1,1,1,0,1,1
11,20,1,36,11,55,3,158,2002,3489,306,1,0,3,0,0,1,2,0
80,19,6,49,19,35,7,146,2164,1598,411,3,1,0,1,0,1,1,1
26,26,3,17,8,54,4,156,1995,3908,408,1,0,0,1,1,1,1,0
19,31,7,29,35,50,6,154,2225,3225,312,1,0,2,1,0,0,2,0
49,19,3,2,1,18,5,115,2419,1178,367,0,0,2,0,1,1,2,1
60,42,0,25,30,9,6,99,2493,1248,340,3,1,2,1,0,1,0,0
65,34,4,23,3,24,7,180,2247,1469,338,0,0,4,1,1,1,2,0
15,37,6,19,11,49,4,119,1684,3847,327,4,1,3,1,1,0,2,1
74,21,2,24,17,43,4,153,1998,2028,418,1,0,0,1,0,0,0,0
22,1,7,20,28,8,4,102,2460,1822,305,2,1,3,1,0,0,2,1
21,5,3,40,14,46,3,104,1680,2753,334,3,1,2,0,0,0,2,0
70,36,4,23,32,52,2,135,1151,3168,309,1,0,0,1,0,0,0,0
51,39,3,17,32,15,2,131,1705,1937,381,4,1,0,0,0,1,2,1
21,5,7,45,31,23,5,151,1105,3120,382,1,0,2,1,0,0,2,0
84,42,2,36,26,2,5,111,2001,1950,378,4,0,1,1,0,1,2,0
4,17,7,15,25,37,3,97,1000,1429,304,3,0,0,1,0,1,2,1
87,16,1,1,21,4,4,90,1870,3231,306,1,1,4,0,1,1,1,0
8,12,5,19,35,11,5,106,2289,2351,407,4,1,0,0,1,1,0,0
55,32,7,16,29,6,6,179,1739,3392,376,1,0,0,1,0,0,2,0
50,44,2,31,33,31,3,114,1253,1853,365,3,0,2,1,0,0,2,0
38,18,6,36,35,36,5,107,2346,3560,344,1,0,0,0,0,0,2,0
77,9,1,16,35,39,5,95,1957,3737,302,0,0,4,1,1,1,2,1
65,36,0,5,22,21,3,105,1095,1480,398,1,0,2,1,0,0,0,0
15,36,1,44,18,31,2,190,1904,2586,402,2,0,1,1,0,0,0,0
55,18,8,12,5,32,7,191,2479,3532,417,1,1,1,1,0,0,0,0
87,38,5,1,6,22,6,143,1669,1245,346,0,0,4,0,1,1,1,0
79,10,3,16,32,47,2,111,2482,3707,386,4,1,1,1,0,1,1,0
24,48,6,49,3,25,2,164,1870,3935,394,3,1,1,0,1,0,2,1
69,41,5,42,20,2,3,157,1651,3028,351,4,0,1,0,0,0,1,0
19,2,1,44,27,17,3,85,2396,3355,384,1,0,2,1,0,0,2,0
59,8,4,26,23,11,6,169,1908,3106,408,1,0,2,1,0,0,2,0
81,23,3,16,13,45,5,104,1543,2631,378,4,1,4,0,0,1,2,0
16,7,6,28,26,34,7,99,1890,2677,403,2,0,3,1,0,0,2,1
87,8,8,14,4,23,4,175,1368,1117,388,1,0,0,1,0,0,0,0
35,10,1,15,30,29,3,95,1619,1263,387,1,0,2,0,0,1,0,0
7,35,5,50,10,40,2,107,1920,1391,304,2,1,0,1,0,0,0,1
89,23,8,10,27,10,6,87,1144,3204,411,4,1,1,1,1,1,2,0
38,44,2,25,6,32,6,188,1156,3854,399,3,1,2,0,0,0,0,0
25,36,8,48,30,4,2,168,1543,3294,307,4,0,0,0,1,1,0,0
11,9,7,2,12,1,2,142,2242,1918,315,3,1,1,1,0,0,0,0
17,38,4,44,12,5,7,86,1991,2684,351,2,0,2,0,0,1,1,0
50,17,0,43,11,54,6,120,1198,1699,385,3,0,3,1,1,0,0,0
77,10,8,48,33,30,5,144,2140,1534,318,1,0,2,1,0,0,0,0
40,31,7,47,30,43,7,90,2140,2096,411,1,0,2,1,0,0,0,0
66,38,2,21,12,26,5,149,1395,1310,351,0,0,4,1,1,0,2,1
85,34,5,41,8,1,2,180,1835,2700,334,1,0,2,1,0,0,2,0
3,34,5,16,30,55,5,124,1125,3008,405,1,0,0,1,0,0,0,0
19,37,4,6,17,54,5,136,1621,1266,365,1,0,0,1,0,0,0,0
34,0,2,18,17,48,7,179,2443,3078,329,0,1,2,0,0,1,2,0
86,37,5,50,6,54,6,142,1322,2624,418,2,1,0,1,0,0,2,0
78,15,3,38,29,25,2,91,1279,3811,414,1,0,0,0,0,0,0,0
77,39,8,48,21,33,2,179,1685,1933,327,1,0,1,1,0,0,2,0
19,1,2,23,29,1,3,165,2303,1338,403,1,0,1,1,0,0,0,0
31,11,2,33,15,20,5,91,1997,2141,363,2,0,1,0,0,0,2,1
72,20,3,13,28,44,4,151,2100,3465,359,2,1,1,0,0,0,0,0
22,30,1,40,21,4,5,93,1565,3757,322,1,0,1,1,0,0,0,0
60,42,4,25,15,2,3,150,2254,3560,350,4,1,4,1,0,0,1,0
28,39,0,34,27,29,4,160,1337,2794,379,0,1,3,0,1,0,2,0
49,14,4,24,31,5,6,176,1967,1836,355,3,0,4,1,0,1,1,0
5,17,2,42,20,33,3,113,1666,1971,350,1,0,2,1,0,0,0,0
43,7,2,3,31,49,6,151,2026,3782,368,3,0,2,0,0,1,2,0
16,23,7,14,17,34,4,188,2364,3590,384,4,0,3,0,0,1,0,0
73,43,3,8,8,8,2,124,2446,1792,391,4,1,0,0,0,0,0,0
28,16,2,7,16,19,4,98,2202,1720,321,0,1,1,1,1,1,0,1
34,43,7,27,15,31,3,174,1216,2156,367,2,1,2,1,1,1,2,0
14,32,6,8,17,26,7,187,1867,2870,366,3,0,3,1,1,0,2,0
25,5,3,13,5,2,2,174,2397,3837,387,4,1,1,1,0,1,0,0
56,30,8,31,10,29,7,128,2156,2023,350,1,0,0,1,0,0,2,0
48,35,0,22,8,14,3,150,1832,3716,391,1,1,0,1,1,0,2,1
15,11,7,45,27,35,3,108,1377,2880,317,2,1,4,1,0,0,2,1
20,40,7,16,23,38,5,157,2264,2827,346,1,0,2,1,0,0,0,0
57,6,5,41,31,49,5,113,1273,3269,414,2,1,3,0,0,1,1,1
29,39,0,18,9,17,2,175,1900,3956,344,1,0,0,1,0,0,0,0
34,0,2,44,24,17,2,152,1497,3060,375,4,1,3,1,0,0,1,0
27,5,6,4,10,5,7,108,1128,3951,348,3,1,1,0,0,0,2,1
70,6,5,50,25,22,4,175,1567,1900,329,0,0,4,0,0,0,2,1
23,49,7,37,1,49,6,185,1093,3391,402,4,0,1,0,0,0,2,0
41,8,4,3,17,43,4,160,1835,2503,391,1,0,2,1,0,0,2,0
18,40,7,6,30,23,2,124,1164,1520,408,4,0,4,0,0,1,2,1
38,27,7,43,27,54,5,130,1466,2425,363,4,1,0,0,0,1,0,1
79,18,4,8,16,15,2,120,1093,1239,372,1,0,0,1,0,0,2,0
66,14,6,25,12,36,4,150,1359,2618,324,1,0,3,0,1,0,1,1
80,35,4,33,15,52,4,158,2343,2254,359,1,0,2,0,0,0,0,0
31,15,1,14,32,4,7,118,1412,1665,420,1,1,1,0,0,0,2,0
85,21,4,47,20,23,4,170,1530,3058,353,2,1,2,0,1,1,2,0
79,37,1,24,32,37,3,144,1149,1795,353,1,0,2,1,0,0,2,0
36,32,2,33,6,47,6,110,2461,3605,420,3,0,2,1,0,0,0,0
58,42,7,40,29,31,7,144,1092,1359,332,3,1,2,1,1,1,0,0
23,7,6,50,23,54,4,184,1513,3874,407,1,0,0,1,0,0,0,0
27,43,5,47,11,7,6,107,1211,1860,407,4,1,4,1,1,0,1,1
17,16,2,25,25,2,4,124,1220,1409,409,1,1,0,1,0,0,0,0
45,29,3,38,17,34,3,200,1597,3327,359,2,0,4,0,0,0,2,1
80,42,7,13,27,42,3,192,2094,2790,390,4,0,3,1,1,1,0,0
8,42,3,13,27,21,2,149,1567,3578,307,1,0,2,0,1,1,2,0
24,8,4,17,1,42,3,104,1050,3098,413,0,0,1,0,0,0,2,1
43,0,7,31,18,16,6,119,2320,3733,316,4,1,1,0,1,1,2,0
15,48,8,15,20,25,7,138,1158,2081,381,1,0,1,1,0,0,2,0
76,49,2,9,17,51,6,134,1659,1545,318,1,0,0,1,0,0,2,0
